,SECTOR,FECHA,media,Rad,Precip
852,OCIO Y TIEMPO LIBRE,2015-03-29,50.0,22.4,0.2
853,MODA Y COMPLEMENTOS,2015-03-29,54.357142857142854,22.4,0.2
854,HOGAR,2015-03-29,26.0,22.4,0.2
855,BELLEZA,2015-03-29,175.0,22.4,0.2
856,ALIMENTACION,2015-03-29,37.0,22.4,0.2
857,TECNOLOGIA,2015-03-30,159.7608695652174,20.8,0.0
858,SALUD,2015-03-30,127.55414012738854,20.8,0.0
859,RESTAURACION,2015-03-30,54.425,20.8,0.0
860,OTROS,2015-03-30,110.38888888888889,20.8,0.0
861,OCIO Y TIEMPO LIBRE,2015-03-30,59.666666666666664,20.8,0.0
862,MODA Y COMPLEMENTOS,2015-03-30,122.89473684210526,20.8,0.0
863,HOGAR,2015-03-30,104.33333333333333,20.8,0.0
864,BELLEZA,2015-03-30,67.1875,20.8,0.0
865,AUTO,2015-03-30,231.8181818181818,20.8,0.0
866,ALIMENTACION,2015-03-30,202.6875,20.8,0.0
867,TECNOLOGIA,2015-03-31,151.51282051282053,23.4,0.0
868,SALUD,2015-03-31,131.02758620689656,23.4,0.0
869,RESTAURACION,2015-03-31,38.8421052631579,23.4,0.0
870,OTROS,2015-03-31,114.72,23.4,0.0
871,OCIO Y TIEMPO LIBRE,2015-03-31,98.3953488372093,23.4,0.0
872,MODA Y COMPLEMENTOS,2015-03-31,115.58730158730158,23.4,0.0
873,HOGAR,2015-03-31,156.24242424242425,23.4,0.0
874,BELLEZA,2015-03-31,74.3047619047619,23.4,0.0
875,AUTO,2015-03-31,94.33333333333333,23.4,0.0
876,ALIMENTACION,2015-03-31,46.0,23.4,0.0
877,TECNOLOGIA,2015-04-01,162.175,23.2,0.0
878,SALUD,2015-04-01,136.792,23.2,0.0
879,RESTAURACION,2015-04-01,34.3,23.2,0.0
880,OTROS,2015-04-01,65.87878787878788,23.2,0.0
881,OCIO Y TIEMPO LIBRE,2015-04-01,117.625,23.2,0.0
882,MODA Y COMPLEMENTOS,2015-04-01,135.27611940298507,23.2,0.0
883,HOGAR,2015-04-01,138.45714285714286,23.2,0.0
884,BELLEZA,2015-04-01,47.41935483870968,23.2,0.0
885,AUTO,2015-04-01,246.6451612903226,23.2,0.0
886,ALIMENTACION,2015-04-01,77.28571428571429,23.2,0.0
887,TECNOLOGIA,2015-04-02,24.5,23.5,0.0
888,SALUD,2015-04-02,38.5,23.5,0.0
889,RESTAURACION,2015-04-02,50.130434782608695,23.5,0.0
890,OTROS,2015-04-02,107.0,23.5,0.0
891,OCIO Y TIEMPO LIBRE,2015-04-02,50.0,23.5,0.0
892,MODA Y COMPLEMENTOS,2015-04-02,49.38461538461539,23.5,0.0
893,HOGAR,2015-04-02,24.0,23.5,0.0
894,BELLEZA,2015-04-02,24.0,23.5,0.0
895,AUTO,2015-04-02,,23.5,0.0
896,ALIMENTACION,2015-04-02,18.5,23.5,0.0
897,SALUD,2015-04-03,34.8,21.2,0.0
898,RESTAURACION,2015-04-03,35.86764705882353,21.2,0.0
899,OTROS,2015-04-03,88.66666666666667,21.2,0.0
900,OCIO Y TIEMPO LIBRE,2015-04-03,64.25,21.2,0.0
901,MODA Y COMPLEMENTOS,2015-04-03,36.166666666666664,21.2,0.0
902,HOGAR,2015-04-03,6.0,21.2,0.0
903,BELLEZA,2015-04-03,15.0,21.2,0.0
904,ALIMENTACION,2015-04-03,20.0,21.2,0.0
905,TECNOLOGIA,2015-04-04,154.3181818181818,20.0,0.0
906,SALUD,2015-04-04,111.85185185185185,20.0,0.0
907,RESTAURACION,2015-04-04,49.10606060606061,20.0,0.0
908,OTROS,2015-04-04,90.13636363636364,20.0,0.0
909,OCIO Y TIEMPO LIBRE,2015-04-04,55.375,20.0,0.0
910,MODA Y COMPLEMENTOS,2015-04-04,109.1858407079646,20.0,0.0
911,HOGAR,2015-04-04,76.22727272727273,20.0,0.0
912,BELLEZA,2015-04-04,49.07142857142857,20.0,0.0
913,AUTO,2015-04-04,191.125,20.0,0.0
914,ALIMENTACION,2015-04-04,127.78571428571429,20.0,0.0
915,SALUD,2015-04-05,25.4,22.3,0.0
916,RESTAURACION,2015-04-05,51.78787878787879,22.3,0.0
917,OTROS,2015-04-05,82.8,22.3,0.0
918,OCIO Y TIEMPO LIBRE,2015-04-05,21.0,22.3,0.0
919,MODA Y COMPLEMENTOS,2015-04-05,43.875,22.3,0.0
920,HOGAR,2015-04-05,,22.3,0.0
921,BELLEZA,2015-04-05,,22.3,0.0
922,AUTO,2015-04-05,18.0,22.3,0.0
923,ALIMENTACION,2015-04-05,29.0,22.3,0.0
924,TECNOLOGIA,2015-04-06,191.53846153846155,8.0,0.0
925,SALUD,2015-04-06,119.71337579617834,8.0,0.0
926,RESTAURACION,2015-04-06,76.72916666666667,8.0,0.0
927,OTROS,2015-04-06,119.2439024390244,8.0,0.0
928,OCIO Y TIEMPO LIBRE,2015-04-06,51.542857142857144,8.0,0.0
929,MODA Y COMPLEMENTOS,2015-04-06,103.0,8.0,0.0
930,HOGAR,2015-04-06,93.97872340425532,8.0,0.0
931,BELLEZA,2015-04-06,60.15555555555556,8.0,0.0
932,AUTO,2015-04-06,94.45454545454545,8.0,0.0
933,ALIMENTACION,2015-04-06,63.0,8.0,0.0
934,TECNOLOGIA,2015-04-07,130.1315789473684,8.4,0.0
935,SALUD,2015-04-07,130.91666666666666,8.4,0.0
936,RESTAURACION,2015-04-07,49.96296296296296,8.4,0.0
937,OTROS,2015-04-07,90.23809523809524,8.4,0.0
938,OCIO Y TIEMPO LIBRE,2015-04-07,80.58620689655173,8.4,0.0
939,MODA Y COMPLEMENTOS,2015-04-07,89.82142857142857,8.4,0.0
940,HOGAR,2015-04-07,61.16279069767442,8.4,0.0
941,BELLEZA,2015-04-07,82.73417721518987,8.4,0.0
942,AUTO,2015-04-07,124.58823529411765,8.4,0.0
943,ALIMENTACION,2015-04-07,71.27272727272727,8.4,0.0
944,TECNOLOGIA,2015-04-08,186.46153846153845,18.0,0.0
945,SALUD,2015-04-08,146.8732394366197,18.0,0.0
946,RESTAURACION,2015-04-08,38.25581395348837,18.0,0.0
947,OTROS,2015-04-08,65.81818181818181,18.0,0.0
948,OCIO Y TIEMPO LIBRE,2015-04-08,89.64285714285714,18.0,0.0
949,MODA Y COMPLEMENTOS,2015-04-08,101.17460317460318,18.0,0.0
950,HOGAR,2015-04-08,147.1081081081081,18.0,0.0
951,BELLEZA,2015-04-08,48.56,18.0,0.0
952,AUTO,2015-04-08,200.91304347826087,18.0,0.0
953,ALIMENTACION,2015-04-08,29.454545454545453,18.0,0.0
954,TECNOLOGIA,2015-04-09,126.83333333333333,17.8,0.0
955,SALUD,2015-04-09,168.248322147651,17.8,0.0
956,RESTAURACION,2015-04-09,62.04761904761905,17.8,0.0
957,OTROS,2015-04-09,345.0,17.8,0.0
958,OCIO Y TIEMPO LIBRE,2015-04-09,67.48214285714286,17.8,0.0
959,MODA Y COMPLEMENTOS,2015-04-09,113.08029197080292,17.8,0.0
960,HOGAR,2015-04-09,66.52631578947368,17.8,0.0
961,BELLEZA,2015-04-09,65.39772727272727,17.8,0.0
962,AUTO,2015-04-09,115.54166666666667,17.8,0.0
963,ALIMENTACION,2015-04-09,129.83333333333334,17.8,0.0
964,TECNOLOGIA,2015-04-10,161.4468085106383,23.2,0.0
965,SALUD,2015-04-10,136.0530303030303,23.2,0.0
966,RESTAURACION,2015-04-10,61.18181818181818,23.2,0.0
967,OTROS,2015-04-10,82.93103448275862,23.2,0.0
968,OCIO Y TIEMPO LIBRE,2015-04-10,140.5,23.2,0.0
969,MODA Y COMPLEMENTOS,2015-04-10,110.34722222222223,23.2,0.0
970,HOGAR,2015-04-10,91.89189189189189,23.2,0.0
971,BELLEZA,2015-04-10,52.524752475247524,23.2,0.0
972,AUTO,2015-04-10,163.05263157894737,23.2,0.0
973,ALIMENTACION,2015-04-10,70.6470588235294,23.2,0.0
974,TECNOLOGIA,2015-04-11,177.71428571428572,7.3,8.6
975,SALUD,2015-04-11,82.0,7.3,8.6
976,RESTAURACION,2015-04-11,90.71764705882353,7.3,8.6
977,OTROS,2015-04-11,60.19047619047619,7.3,8.6
978,OCIO Y TIEMPO LIBRE,2015-04-11,81.96296296296296,7.3,8.6
979,MODA Y COMPLEMENTOS,2015-04-11,121.59375,7.3,8.6
980,HOGAR,2015-04-11,181.93548387096774,7.3,8.6
981,BELLEZA,2015-04-11,53.343283582089555,7.3,8.6
982,AUTO,2015-04-11,191.0,7.3,8.6
983,ALIMENTACION,2015-04-11,175.83333333333334,7.3,8.6
984,SALUD,2015-04-12,61.25,20.4,3.6
985,RESTAURACION,2015-04-12,56.03225806451613,20.4,3.6
986,OTROS,2015-04-12,77.0,20.4,3.6
987,OCIO Y TIEMPO LIBRE,2015-04-12,33.75,20.4,3.6
988,MODA Y COMPLEMENTOS,2015-04-12,62.625,20.4,3.6
989,HOGAR,2015-04-12,,20.4,3.6
990,BELLEZA,2015-04-12,8.0,20.4,3.6
991,ALIMENTACION,2015-04-12,26.0,20.4,3.6
992,TECNOLOGIA,2015-04-13,173.83333333333334,21.7,0.0
993,SALUD,2015-04-13,129.01840490797545,21.7,0.0
994,RESTAURACION,2015-04-13,36.214285714285715,21.7,0.0
995,OTROS,2015-04-13,81.48275862068965,21.7,0.0
996,OCIO Y TIEMPO LIBRE,2015-04-13,58.04651162790697,21.7,0.0
997,MODA Y COMPLEMENTOS,2015-04-13,114.80597014925372,21.7,0.0
998,HOGAR,2015-04-13,101.56896551724138,21.7,0.0
999,BELLEZA,2015-04-13,57.23529411764706,21.7,0.0
1000,AUTO,2015-04-13,113.57142857142857,21.7,0.0
1001,ALIMENTACION,2015-04-13,18.4,21.7,0.0
1002,TECNOLOGIA,2015-04-14,122.30555555555556,19.9,0.0
1003,SALUD,2015-04-14,124.73652694610779,19.9,0.0
1004,RESTAURACION,2015-04-14,42.52777777777778,19.9,0.0
1005,OTROS,2015-04-14,114.11428571428571,19.9,0.0
1006,OCIO Y TIEMPO LIBRE,2015-04-14,63.5,19.9,0.0
1007,MODA Y COMPLEMENTOS,2015-04-14,117.30701754385964,19.9,0.0
1008,HOGAR,2015-04-14,132.7674418604651,19.9,0.0
1009,BELLEZA,2015-04-14,73.76190476190476,19.9,0.0
1010,AUTO,2015-04-14,194.31578947368422,19.9,0.0
1011,ALIMENTACION,2015-04-14,159.0,19.9,0.0
1012,TECNOLOGIA,2015-04-15,103.92307692307692,2.7,18.4
1013,SALUD,2015-04-15,161.95419847328245,2.7,18.4
1014,RESTAURACION,2015-04-15,43.30952380952381,2.7,18.4
1015,OTROS,2015-04-15,197.41666666666666,2.7,18.4
1016,OCIO Y TIEMPO LIBRE,2015-04-15,76.0909090909091,2.7,18.4
1017,MODA Y COMPLEMENTOS,2015-04-15,138.48717948717947,2.7,18.4
1018,HOGAR,2015-04-15,67.88235294117646,2.7,18.4
1019,BELLEZA,2015-04-15,58.6578947368421,2.7,18.4
1020,AUTO,2015-04-15,180.41176470588235,2.7,18.4
1021,ALIMENTACION,2015-04-15,180.22222222222223,2.7,18.4
1022,TECNOLOGIA,2015-04-16,120.34285714285714,23.8,0.8
1023,SALUD,2015-04-16,146.49375,23.8,0.8
1024,RESTAURACION,2015-04-16,47.8,23.8,0.8
1025,OTROS,2015-04-16,48.56410256410256,23.8,0.8
1026,OCIO Y TIEMPO LIBRE,2015-04-16,46.5,23.8,0.8
1027,MODA Y COMPLEMENTOS,2015-04-16,131.288,23.8,0.8
1028,HOGAR,2015-04-16,160.72222222222223,23.8,0.8
1029,BELLEZA,2015-04-16,79.5632183908046,23.8,0.8
1030,AUTO,2015-04-16,148.4,23.8,0.8
1031,ALIMENTACION,2015-04-16,262.84615384615387,23.8,0.8
1032,TECNOLOGIA,2015-04-17,113.83870967741936,24.8,0.0
1033,SALUD,2015-04-17,133.90983606557376,24.8,0.0
1034,RESTAURACION,2015-04-17,57.3448275862069,24.8,0.0
1035,OTROS,2015-04-17,97.75,24.8,0.0
1036,OCIO Y TIEMPO LIBRE,2015-04-17,48.03333333333333,24.8,0.0
1037,MODA Y COMPLEMENTOS,2015-04-17,121.72847682119205,24.8,0.0
1038,HOGAR,2015-04-17,166.35897435897436,24.8,0.0
1039,BELLEZA,2015-04-17,60.157407407407405,24.8,0.0
1040,AUTO,2015-04-17,159.6875,24.8,0.0
1041,ALIMENTACION,2015-04-17,86.0,24.8,0.0
1042,TECNOLOGIA,2015-04-18,125.76923076923077,23.1,0.2
1043,SALUD,2015-04-18,80.04761904761905,23.1,0.2
1044,RESTAURACION,2015-04-18,57.303030303030305,23.1,0.2
1045,OTROS,2015-04-18,61.095238095238095,23.1,0.2
1046,OCIO Y TIEMPO LIBRE,2015-04-18,59.130434782608695,23.1,0.2
1047,MODA Y COMPLEMENTOS,2015-04-18,127.51327433628319,23.1,0.2
1048,HOGAR,2015-04-18,81.58823529411765,23.1,0.2
1049,BELLEZA,2015-04-18,54.833333333333336,23.1,0.2
1050,AUTO,2015-04-18,77.6875,23.1,0.2
1051,ALIMENTACION,2015-04-18,143.2,23.1,0.2
1052,SALUD,2015-04-19,23.0,24.7,0.0
1053,RESTAURACION,2015-04-19,46.22857142857143,24.7,0.0
1054,OTROS,2015-04-19,61.5,24.7,0.0
1055,OCIO Y TIEMPO LIBRE,2015-04-19,50.0,24.7,0.0
1056,MODA Y COMPLEMENTOS,2015-04-19,50.07692307692308,24.7,0.0
1057,HOGAR,2015-04-19,,24.7,0.0
1058,BELLEZA,2015-04-19,,24.7,0.0
1059,ALIMENTACION,2015-04-19,216.0,24.7,0.0
1060,TECNOLOGIA,2015-04-20,208.53846153846155,26.3,0.0
1061,SALUD,2015-04-20,140.03521126760563,26.3,0.0
1062,RESTAURACION,2015-04-20,62.21875,26.3,0.0
1063,OTROS,2015-04-20,47.74074074074074,26.3,0.0
1064,OCIO Y TIEMPO LIBRE,2015-04-20,59.51282051282051,26.3,0.0
1065,MODA Y COMPLEMENTOS,2015-04-20,112.51973684210526,26.3,0.0
1066,HOGAR,2015-04-20,101.55555555555556,26.3,0.0
1067,BELLEZA,2015-04-20,61.535714285714285,26.3,0.0
1068,AUTO,2015-04-20,117.66666666666667,26.3,0.0
1069,ALIMENTACION,2015-04-20,67.7,26.3,0.0
1070,TECNOLOGIA,2015-04-21,148.23076923076923,20.0,0.0
1071,SALUD,2015-04-21,135.5536723163842,20.0,0.0
1072,RESTAURACION,2015-04-21,44.26923076923077,20.0,0.0
1073,OTROS,2015-04-21,148.75757575757575,20.0,0.0
1074,OCIO Y TIEMPO LIBRE,2015-04-21,81.28571428571429,20.0,0.0
1075,MODA Y COMPLEMENTOS,2015-04-21,118.52816901408451,20.0,0.0
1076,HOGAR,2015-04-21,87.58333333333333,20.0,0.0
1077,BELLEZA,2015-04-21,63.416666666666664,20.0,0.0
1078,AUTO,2015-04-21,56.1,20.0,0.0
1079,ALIMENTACION,2015-04-21,37.6,20.0,0.0
1080,TECNOLOGIA,2015-04-22,172.03333333333333,24.0,0.0
1081,SALUD,2015-04-22,140.5796178343949,24.0,0.0
1082,RESTAURACION,2015-04-22,40.285714285714285,24.0,0.0
1083,OTROS,2015-04-22,142.86206896551724,24.0,0.0
1084,OCIO Y TIEMPO LIBRE,2015-04-22,64.375,24.0,0.0
1085,MODA Y COMPLEMENTOS,2015-04-22,90.45945945945945,24.0,0.0
1086,HOGAR,2015-04-22,144.62,24.0,0.0
1087,BELLEZA,2015-04-22,74.1978021978022,24.0,0.0
1088,AUTO,2015-04-22,110.54545454545455,24.0,0.0
1089,ALIMENTACION,2015-04-22,38.111111111111114,24.0,0.0
1090,TECNOLOGIA,2015-04-23,128.4814814814815,24.9,0.0
1091,SALUD,2015-04-23,151.94366197183098,24.9,0.0
1092,RESTAURACION,2015-04-23,49.54545454545455,24.9,0.0
1093,OTROS,2015-04-23,105.32142857142857,24.9,0.0
1094,OCIO Y TIEMPO LIBRE,2015-04-23,48.25925925925926,24.9,0.0
1095,MODA Y COMPLEMENTOS,2015-04-23,109.02158273381295,24.9,0.0
1096,HOGAR,2015-04-23,70.975,24.9,0.0
1097,BELLEZA,2015-04-23,63.77319587628866,24.9,0.0
1098,AUTO,2015-04-23,180.23809523809524,24.9,0.0
1099,ALIMENTACION,2015-04-23,73.46153846153847,24.9,0.0
1100,TECNOLOGIA,2015-04-24,98.38235294117646,12.5,0.0
1101,SALUD,2015-04-24,128.34375,12.5,0.0
1102,RESTAURACION,2015-04-24,74.88235294117646,12.5,0.0
1103,OTROS,2015-04-24,69.57692307692308,12.5,0.0
1104,OCIO Y TIEMPO LIBRE,2015-04-24,98.1,12.5,0.0
1105,MODA Y COMPLEMENTOS,2015-04-24,116.76515151515152,12.5,0.0
1106,HOGAR,2015-04-24,90.75,12.5,0.0
1107,BELLEZA,2015-04-24,50.11965811965812,12.5,0.0
1108,AUTO,2015-04-24,220.08695652173913,12.5,0.0
1109,ALIMENTACION,2015-04-24,147.25,12.5,0.0
1110,TECNOLOGIA,2015-04-25,98.04761904761905,14.6,0.0
1111,SALUD,2015-04-25,82.69767441860465,14.6,0.0
1112,RESTAURACION,2015-04-25,60.36,14.6,0.0
1113,OTROS,2015-04-25,107.07692307692308,14.6,0.0
1114,OCIO Y TIEMPO LIBRE,2015-04-25,40.08695652173913,14.6,0.0
1115,MODA Y COMPLEMENTOS,2015-04-25,144.76785714285714,14.6,0.0
1116,HOGAR,2015-04-25,136.03030303030303,14.6,0.0
1117,BELLEZA,2015-04-25,47.293103448275865,14.6,0.0
1118,AUTO,2015-04-25,89.71428571428571,14.6,0.0
1119,ALIMENTACION,2015-04-25,89.73333333333333,14.6,0.0
1120,SALUD,2015-04-26,75.0,24.4,0.0
1121,RESTAURACION,2015-04-26,94.48214285714286,24.4,0.0
1122,OTROS,2015-04-26,25.0,24.4,0.0
1123,OCIO Y TIEMPO LIBRE,2015-04-26,50.0,24.4,0.0
1124,MODA Y COMPLEMENTOS,2015-04-26,33.111111111111114,24.4,0.0
1125,HOGAR,2015-04-26,40.25,24.4,0.0
1126,BELLEZA,2015-04-26,68.85714285714286,24.4,0.0
1127,ALIMENTACION,2015-04-26,194.5,24.4,0.0
1128,TECNOLOGIA,2015-04-27,176.7037037037037,26.8,0.0
1129,SALUD,2015-04-27,134.8357142857143,26.8,0.0
1130,RESTAURACION,2015-04-27,50.62222222222222,26.8,0.0
1131,OTROS,2015-04-27,111.26315789473684,26.8,0.0
1132,OCIO Y TIEMPO LIBRE,2015-04-27,62.083333333333336,26.8,0.0
1133,MODA Y COMPLEMENTOS,2015-04-27,139.8153846153846,26.8,0.0
1134,HOGAR,2015-04-27,129.58823529411765,26.8,0.0
1135,BELLEZA,2015-04-27,66.1358024691358,26.8,0.0
1136,AUTO,2015-04-27,83.57142857142857,26.8,0.0
1137,ALIMENTACION,2015-04-27,33.3,26.8,0.0
1138,TECNOLOGIA,2015-04-28,140.3548387096774,26.4,0.0
1139,SALUD,2015-04-28,118.78807947019868,26.4,0.0
1140,RESTAURACION,2015-04-28,38.42307692307692,26.4,0.0
1141,OTROS,2015-04-28,70.51162790697674,26.4,0.0
1142,OCIO Y TIEMPO LIBRE,2015-04-28,45.8125,26.4,0.0
1143,MODA Y COMPLEMENTOS,2015-04-28,101.80794701986756,26.4,0.0
1144,HOGAR,2015-04-28,108.29268292682927,26.4,0.0
1145,BELLEZA,2015-04-28,67.98850574712644,26.4,0.0
1146,AUTO,2015-04-28,194.5,26.4,0.0
1147,ALIMENTACION,2015-04-28,204.53846153846155,26.4,0.0
1148,TECNOLOGIA,2015-04-29,139.61764705882354,25.6,0.0
1149,SALUD,2015-04-29,167.31724137931033,25.6,0.0
1150,RESTAURACION,2015-04-29,55.69230769230769,25.6,0.0
1151,OTROS,2015-04-29,58.78787878787879,25.6,0.0
1152,OCIO Y TIEMPO LIBRE,2015-04-29,110.28125,25.6,0.0
1153,MODA Y COMPLEMENTOS,2015-04-29,94.41216216216216,25.6,0.0
1154,HOGAR,2015-04-29,91.36842105263158,25.6,0.0
1155,BELLEZA,2015-04-29,70.69607843137256,25.6,0.0
1156,AUTO,2015-04-29,204.36363636363637,25.6,0.0
1157,ALIMENTACION,2015-04-29,76.8125,25.6,0.0
1158,TECNOLOGIA,2015-04-30,178.78571428571428,25.0,0.0
1159,SALUD,2015-04-30,119.72916666666667,25.0,0.0
1160,RESTAURACION,2015-04-30,48.1025641025641,25.0,0.0
1161,OTROS,2015-04-30,111.29411764705883,25.0,0.0
1162,OCIO Y TIEMPO LIBRE,2015-04-30,67.1,25.0,0.0
1163,MODA Y COMPLEMENTOS,2015-04-30,95.57664233576642,25.0,0.0
1164,HOGAR,2015-04-30,93.71794871794872,25.0,0.0
1165,BELLEZA,2015-04-30,53.296,25.0,0.0
1166,AUTO,2015-04-30,210.3846153846154,25.0,0.0
1167,ALIMENTACION,2015-04-30,111.58333333333333,25.0,0.0
1168,SALUD,2015-05-01,28.285714285714285,21.7,0.0
1169,RESTAURACION,2015-05-01,66.26470588235294,21.7,0.0
1170,OTROS,2015-05-01,125.5,21.7,0.0
1171,OCIO Y TIEMPO LIBRE,2015-05-01,115.5,21.7,0.0
1172,MODA Y COMPLEMENTOS,2015-05-01,26.083333333333332,21.7,0.0
1173,HOGAR,2015-05-01,29.0,21.7,0.0
1174,BELLEZA,2015-05-01,57.125,21.7,0.0
1175,ALIMENTACION,2015-05-01,129.66666666666666,21.7,0.0
1176,TECNOLOGIA,2015-05-02,175.04166666666666,23.6,0.0
1177,SALUD,2015-05-02,99.66666666666667,23.6,0.0
1178,RESTAURACION,2015-05-02,56.82539682539682,23.6,0.0
1179,OTROS,2015-05-02,69.61290322580645,23.6,0.0
1180,OCIO Y TIEMPO LIBRE,2015-05-02,119.16666666666667,23.6,0.0
1181,MODA Y COMPLEMENTOS,2015-05-02,137.9770992366412,23.6,0.0
1182,HOGAR,2015-05-02,54.0,23.6,0.0
1183,BELLEZA,2015-05-02,52.81428571428572,23.6,0.0
1184,AUTO,2015-05-02,79.45454545454545,23.6,0.0
1185,ALIMENTACION,2015-05-02,98.66666666666667,23.6,0.0
1186,TECNOLOGIA,2015-05-03,185.33333333333334,22.6,0.0
1187,SALUD,2015-05-03,33.57142857142857,22.6,0.0
1188,RESTAURACION,2015-05-03,88.5952380952381,22.6,0.0
1189,OTROS,2015-05-03,78.92307692307692,22.6,0.0
1190,OCIO Y TIEMPO LIBRE,2015-05-03,37.4,22.6,0.0
1191,MODA Y COMPLEMENTOS,2015-05-03,51.58536585365854,22.6,0.0
1192,HOGAR,2015-05-03,46.416666666666664,22.6,0.0
1193,BELLEZA,2015-05-03,62.5,22.6,0.0
1194,ALIMENTACION,2015-05-03,87.0,22.6,0.0
1195,TECNOLOGIA,2015-05-04,120.83673469387755,21.6,0.0
1196,SALUD,2015-05-04,171.03676470588235,21.6,0.0
1197,RESTAURACION,2015-05-04,89.5,21.6,0.0
1198,OTROS,2015-05-04,75.86842105263158,21.6,0.0
1199,OCIO Y TIEMPO LIBRE,2015-05-04,100.20689655172414,21.6,0.0
1200,MODA Y COMPLEMENTOS,2015-05-04,107.09027777777777,21.6,0.0
1201,HOGAR,2015-05-04,112.55172413793103,21.6,0.0
1202,BELLEZA,2015-05-04,61.842696629213485,21.6,0.0
1203,AUTO,2015-05-04,257.52941176470586,21.6,0.0
1204,ALIMENTACION,2015-05-04,226.5,21.6,0.0
1205,TECNOLOGIA,2015-05-05,95.33333333333333,14.3,0.0
1206,SALUD,2015-05-05,147.63841807909606,14.3,0.0
1207,RESTAURACION,2015-05-05,54.205128205128204,14.3,0.0
1208,OTROS,2015-05-05,57.888888888888886,14.3,0.0
1209,OCIO Y TIEMPO LIBRE,2015-05-05,68.33333333333333,14.3,0.0
1210,MODA Y COMPLEMENTOS,2015-05-05,129.35658914728683,14.3,0.0
1211,HOGAR,2015-05-05,84.58536585365853,14.3,0.0
1212,BELLEZA,2015-05-05,78.90816326530613,14.3,0.0
1213,AUTO,2015-05-05,146.07142857142858,14.3,0.0
1214,ALIMENTACION,2015-05-05,70.88235294117646,14.3,0.0
1215,TECNOLOGIA,2015-05-06,123.65384615384616,26.9,0.0
1216,SALUD,2015-05-06,176.01910828025478,26.9,0.0
1217,RESTAURACION,2015-05-06,42.77358490566038,26.9,0.0
1218,OTROS,2015-05-06,86.79545454545455,26.9,0.0
1219,OCIO Y TIEMPO LIBRE,2015-05-06,71.08333333333333,26.9,0.0
1220,MODA Y COMPLEMENTOS,2015-05-06,138.5597014925373,26.9,0.0
1221,HOGAR,2015-05-06,82.81818181818181,26.9,0.0
1222,BELLEZA,2015-05-06,62.12820512820513,26.9,0.0
1223,AUTO,2015-05-06,148.8181818181818,26.9,0.0
1224,ALIMENTACION,2015-05-06,76.91666666666667,26.9,0.0
1225,TECNOLOGIA,2015-05-07,204.7027027027027,27.7,0.0
1226,SALUD,2015-05-07,147.9185185185185,27.7,0.0
1227,RESTAURACION,2015-05-07,58.98076923076923,27.7,0.0
1228,OTROS,2015-05-07,143.70833333333334,27.7,0.0
1229,OCIO Y TIEMPO LIBRE,2015-05-07,92.45454545454545,27.7,0.0
1230,MODA Y COMPLEMENTOS,2015-05-07,106.65492957746478,27.7,0.0
1231,HOGAR,2015-05-07,111.06521739130434,27.7,0.0
1232,BELLEZA,2015-05-07,113.64948453608247,27.7,0.0
1233,AUTO,2015-05-07,143.42424242424244,27.7,0.0
1234,ALIMENTACION,2015-05-07,134.0,27.7,0.0
1235,TECNOLOGIA,2015-05-08,137.53658536585365,27.5,0.0
1236,SALUD,2015-05-08,123.97122302158273,27.5,0.0
1237,RESTAURACION,2015-05-08,62.0,27.5,0.0
1238,OTROS,2015-05-08,65.0,27.5,0.0
1239,OCIO Y TIEMPO LIBRE,2015-05-08,39.19444444444444,27.5,0.0
1240,MODA Y COMPLEMENTOS,2015-05-08,92.77083333333333,27.5,0.0
1241,HOGAR,2015-05-08,194.0,27.5,0.0
1242,BELLEZA,2015-05-08,69.94827586206897,27.5,0.0
1243,AUTO,2015-05-08,89.45454545454545,27.5,0.0
1244,ALIMENTACION,2015-05-08,73.76470588235294,27.5,0.0
1245,TECNOLOGIA,2015-05-09,181.0344827586207,27.0,0.0
1246,SALUD,2015-05-09,143.66666666666666,27.0,0.0
1247,RESTAURACION,2015-05-09,65.12903225806451,27.0,0.0
1248,OTROS,2015-05-09,65.61904761904762,27.0,0.0
1249,OCIO Y TIEMPO LIBRE,2015-05-09,44.608695652173914,27.0,0.0
1250,MODA Y COMPLEMENTOS,2015-05-09,98.54237288135593,27.0,0.0
1251,HOGAR,2015-05-09,107.28,27.0,0.0
1252,BELLEZA,2015-05-09,64.77966101694915,27.0,0.0
1253,AUTO,2015-05-09,137.3,27.0,0.0
1254,ALIMENTACION,2015-05-09,290.8125,27.0,0.0
1255,SALUD,2015-05-10,17.0,27.0,0.0
1256,RESTAURACION,2015-05-10,59.0,27.0,0.0
1257,OTROS,2015-05-10,165.0,27.0,0.0
1258,OCIO Y TIEMPO LIBRE,2015-05-10,179.5,27.0,0.0
1259,MODA Y COMPLEMENTOS,2015-05-10,40.5625,27.0,0.0
1260,HOGAR,2015-05-10,15.0,27.0,0.0
1261,BELLEZA,2015-05-10,80.0,27.0,0.0
1262,ALIMENTACION,2015-05-10,,27.0,0.0
1263,TECNOLOGIA,2015-05-11,182.95744680851064,27.9,0.0
1264,SALUD,2015-05-11,139.1172839506173,27.9,0.0
1265,RESTAURACION,2015-05-11,55.09090909090909,27.9,0.0
1266,OTROS,2015-05-11,66.42857142857143,27.9,0.0
1267,OCIO Y TIEMPO LIBRE,2015-05-11,69.43333333333334,27.9,0.0
1268,MODA Y COMPLEMENTOS,2015-05-11,85.37096774193549,27.9,0.0
